LAT,LON,Village,DATETIME,TYPE,TERRITOIRE,SECTEUR,GROUPEMENT,AS_,ZS,DATUM,COORDLATLO,TYPE_GPS,SOURCE_DAT,pVillage,CVillage,NC2009,NC2010,NC2011,tot_cases
-2.41455,17.11866,BONKULI,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,BONKULI,ISALI BONKULI,0,0,0,0
-2.42066,17.12245,F.BOSIKE,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BOSIKE,ISALI FERME BOSIKE,0,0,0,0
-2.42559,17.11493,F.KELANGIENE,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KELANGIENE,ISALI FERME KELANGIENE,0,0,0,0
-2.41649,17.10061,F.MAKARO,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MAKARO,ISALI FERME MAKARO,0,0,0,0
-2.4171,17.09204,KIENTOMA,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,KIENTOMA,ISALI KIENTOMA,0,0,0,0
-2.42015,17.08918,F.MISALA,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MISALA,ISALI FERME MISALA,0,0,0,0
-2.4272,17.08293,F.MWANO,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MWANO,ISALI FERME MWANO,0,0,0,0
-2.43773,17.07219,EP NGANDOKO,40505.65657,EP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP NGANDOKO,ISALI EP NGANDOKO,0,0,0,0
-2.44114,17.06902,NGANTOKO,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NGANTOKO,ISALI NGANTOKO,0,0,0,0
-2.37593,17.11136,F.SELI,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SELI,ISALI FERME SELI,0,0,0,0
-2.37468,17.10825,EP NGILIVOO,40505.65657,EP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP NGILIVOO,ISALI EP NGILIVOO,0,0,0,0
-2.37339,17.10672,ES ISALI,40505.65657,ES,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,ES ISALI,ISALI ES ISALI,0,0,0,0
-2.3597,17.07535,F.DJUMA,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME DJUMA,ISALI FERME DJUMA,0,0,0,0
-2.36548,17.06285,F.NSEE THOMA,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NSEE THOMA,ISALI FERME NSEE THOMA,0,0,0,0
-2.36463,17.04278,F.KEBUNI,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KEBUNI,ISALI FERME KEBUNI,0,0,0,0
-2.39206,17.01251,CAMP MBULI JVL,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP MBULI JVL,ISALI CAMP MBULI JVL,0,0,0,0
-2.36751,17.03394,F.MOMPANGA,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MOMPANGA,ISALI FERME MOMPANGA,0,0,0,0
-2.36412,17.02065,F.REMY,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME REMY,ISALI FERME REMY,0,0,0,0
-2.35156,17.00894,MONSELE,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MONSELE,ISALI MONSELE,0,0,0,0
-2.35007,17.00876,BOBALA BONDAMU,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,BOBALA BONDAMU,ISALI BOBALA BONDAMU,0,0,0,0
-2.34729,17.00853,CAMP BOBALA,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP BOBALA,ISALI CAMP BOBALA,0,0,0,0
-2.35383,17.00914,F.BOSAA,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BOSAA,ISALI FERME BOSAA,0,0,0,0
-2.35594,17.00736,F.KIESELI,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KIESELI,ISALI FERME KIESELI,0,0,0,0
-2.36703,17.04666,F.SHIMITA,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SHIMITA,ISALI FERME SHIMITA,0,0,0,0
-2.38128,17.09605,F.MPIONVUE,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MPIONVUE,ISALI FERME MPIONVUE,0,0,0,0
-2.38552,17.08978,F.KIEKILIBONO,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KIEKILIBONO,ISALI FERME KIEKILIBONO,0,0,0,0
-2.37458,17.11207,INSTITUT ISALI,40505.65657,ES,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,INSTITUT ISALI,ISALI INSTITUT ISALI,0,0,0,0
-2.37351,17.11272,EP CBCO,40505.65657,EP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP CBCO,ISALI EP CBCO,0,0,0,0
-2.37115,17.11766,F.ISILOMPIOWO,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ISILOMPIOWO,ISALI FERME ISILOMPIOWO,0,0,0,0
-2.37309,17.11987,NKIARAMABA,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NKIARAMABA,ISALI NKIARAMABA,0,0,0,0
-2.37162,17.12551,PONT NZALIMPOKO,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT NZALIMPOKO,ISALI PONT NZALIMPOKO,0,0,0,0
-2.37153,17.12568,PONT NZALIMPOKO,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT NZALIMPOKO,ISALI PONT NZALIMPOKO,0,0,0,0
-2.36937,17.12818,PONT KIENZEMBAA,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT KIENZEMBAA,ISALI PONT KIENZEMBAA,0,0,0,0
-2.36658,17.13545,F.CARLOS,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME CARLOS,ISALI FERME CARLOS,0,0,0,0
-2.37319,17.14499,PONT BOSERE,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT BOSERE,ISALI PONT BOSERE,0,0,0,0
-2.37317,17.14551,PONT NZALIDWAMA,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT NZALIDWAMA,ISALI PONT NZALIDWAMA,0,0,0,0
-2.37307,17.14621,PONT NZALIDWAMA,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT NZALIDWAMA,ISALI PONT NZALIDWAMA,0,0,0,0
-2.373,17.14745,PONT NZALIDWAMA,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT NZALIDWAMA,ISALI PONT NZALIDWAMA,0,0,0,0
-2.37271,17.14834,PONT EMVULI,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT EMVULI,ISALI PONT EMVULI,0,0,0,0
-2.37269,17.14892,PONT EMVULI,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT EMVULI,ISALI PONT EMVULI,0,0,0,0
-2.37007,17.15596,DWAMA II,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,DWAMA II,ISALI DWAMA II,0,0,0,0
-2.3649,17.17219,DWAMA I,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,DWAMA I,ISALI DWAMA I,0,0,0,0
-2.37029,17.17103,F.BOSABO,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BOSABO,ISALI FERME BOSABO,0,0,0,0
-2.37468,17.17709,F.SODIOS,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME SODIOS,ISALI FERME SODIOS,0,0,0,0
-2.36257,17.18458,F.KARO,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KARO,ISALI FERME KARO,0,0,0,0
-2.3652,17.1857,F.VEDA,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME VEDA,ISALI FERME VEDA,0,0,0,0
-2.36631,17.19174,F.KEDIO IZENI,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KEDIO IZENI,ISALI FERME KEDIO IZENI,0,0,0,0
-2.38691,17.22543,CAMP MUBEMU JVL,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP MUBEMU JVL,ISALI CAMP MUBEMU JVL,0,0,0,0
-2.39115,17.20824,CAMP SUD JVL,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP SUD JVL,ISALI CAMP SUD JVL,0,0,0,0
-2.41404,17.20559,CAMP EMONI JVL,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP EMONI JVL,ISALI CAMP EMONI JVL,0,0,0,0
-2.35573,17.2004,EP NDANGANZE,40505.65657,EP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,EP NDANGANZE,ISALI EP NDANGANZE,0,0,0,0
-2.35427,17.19999,NDANGANZE,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,NDANGANZE,ISALI NDANGANZE,0,0,0,0
-2.3529,17.19968,PS NDANGANZE,40505.65657,PS,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PS NDANGANZE,ISALI PS NDANGANZE,0,0,0,0
-2.31674,17.2034,CAMP ILEBO JVL,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP ILEBO JVL,ISALI CAMP ILEBO JVL,0,0,0,0
-2.30696,17.20181,CAMP DWANI,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP DWANI,ISALI CAMP DWANI,0,0,0,0
-2.29328,17.19709,CAMP BITULI,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP BITULI,ISALI CAMP BITULI,0,0,0,0
-2.30909,17.08864,CAMP NDAMU JVL,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP NDAMU JVL,ISALI CAMP NDAMU JVL,0,0,0,0
-2.27994,17.07934,CAMP MOLO JVL,40505.65657,CAMP,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP MOLO JVL,ISALI CAMP MOLO JVL,0,0,0,0
-2.33564,17.10254,IZAMA -NDAMU,40505.65657,VILLAGE,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,IZAMA -NDAMU,ISALI IZAMA -NDAMU,0,0,0,0
-2.38328,17.10762,PONT DIWU,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT DIWU,ISALI PONT DIWU,0,0,0,0
-2.3834,17.10767,PONT NGILIVO,40505.65657,PONT,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT NGILIVO,ISALI PONT NGILIVO,0,0,0,0
-2.39925,17.09643,F.FAFA,40505.65657,FERME,MUSHIE,MBALI,BABOMA NORD,ISALI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME FAFA,ISALI FERME FAFA,0,0,0,0
-2.84558,17.13185,CS IZELI,40506.6282,CS,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,IZELI,IZELI IZELI,0,9,0,9
-2.84414,17.12659,INSTITUT IZELI,40506.6282,ES,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,INSTITUT IZELI,IZELI INSTITUT IZELI,0,0,0,0
-2.75308,17.13224,MPUNA I JVL,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MPUNA I JVL,IZELI MPUNA I JVL,0,0,0,0
-2.74292,17.13789,MPUNA II JVL,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MPUNA II JVL,IZELI MPUNA II JVL,0,0,0,0
-2.71965,17.14439,MPUNA,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MPUNA,IZELI MPUNA,0,0,0,0
-2.75081,17.12454,F.MUANDA,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MUANDA,IZELI FERME MUANDA,0,0,0,0
-2.79897,17.05495,CAMP NTONDO JVL,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP NTONDO JVL,IZELI CAMP NTONDO JVL,0,0,0,0
-2.82694,17.09372,CAMP NSELE JVL,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP NSELE JVL,IZELI CAMP NSELE JVL,0,0,0,0
-2.86077,17.07727,CAMP NKULI JVL,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP NKULI JVL,IZELI CAMP NKULI JVL,0,0,0,0
-2.8472,17.13233,IZELI,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,IZELI,IZELI IZELI,0,9,0,9
-2.772,17.20163,CAMP DWE JVL,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP DWE JVL,IZELI CAMP DWE JVL,0,0,0,0
-2.772,17.20168,F.MWANYIKEBILU,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MWANYIKEBILU,IZELI FERME MWANYIKEBILU,0,0,0,0
-2.7675,17.21898,F.NKANA,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NKANA,IZELI FERME NKANA,0,0,0,0
-2.76723,17.22089,F.KEMUKE,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KEMUKE,IZELI FERME KEMUKE,0,0,0,0
-2.71781,17.21195,FKENGWE JVL,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FKENGWE JVL,IZELI FKENGWE JVL,0,0,0,0
-2.75533,17.23722,F.NGAMAZA,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NGAMAZA,IZELI FERME NGAMAZA,0,0,0,0
-2.77905,17.24476,F.IZRAEL,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME IZRAEL,IZELI FERME IZRAEL,0,0,0,0
-2.78298,17.26187,BETHEL,40506.6282,VILLAGE,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,BETHEL,IZELI BETHEL,0,0,0,0
-2.78809,17.26513,F.KEMUKE I,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME KEMUKE I,IZELI FERME KEMUKE I,0,0,0,0
-2.76749,17.2312,MFAKI,40506.6282,VILLAGE,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MFAKI,IZELI MFAKI,1,0,0,1
-2.88205,17.13516,CAMP KIAKA,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP KIAKA,IZELI CAMP KIAKA,0,0,0,0
-2.8523,17.13138,F.NDWA JVL,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NDWA JVL,IZELI FERME NDWA JVL,0,0,0,0
-2.96695,17.17315,CAMP MAZIA,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP MAZIA,IZELI CAMP MAZIA,0,0,0,0
-2.96964,17.17167,LUMU,40506.6282,VILLAGE,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,LUMU,IZELI LUMU,0,0,0,0
-2.95415,17.21253,CAMP IKOKI JVL,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP IKOKI JVL,IZELI CAMP IKOKI JVL,0,0,0,0
-2.9053,17.22495,F.MALEBO,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME MALEBO,IZELI FERME MALEBO,0,0,0,0
-2.88507,17.28677,CAMP NGANZAKA,40506.6282,CAMP,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,CAMP NGANZAKA,IZELI CAMP NGANZAKA,0,0,0,0
-2.90926,17.24478,IKOKI,40506.6282,VILLAGE,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,IKOKI,IZELI IKOKI,0,0,0,0
-2.94076,17.25875,F.IKOKI,40506.6282,FERME,MUSHIE,BABOMA NORD,BABOMA,IZELI,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME IKOKI,IZELI FERME IKOKI,0,0,0,0
-2.7486,17.51666,MONTARA,40510.68177,VILLAGE,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,MONTARA,KENTALE MONTARA,0,0,0,0
-2.75377,17.50919,F.LOKILE  I,40510.68177,FERME,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LOKILE  I,KENTALE FERME LOKILE  I,0,0,0,0
-2.75377,17.50825,F.LOKILE II,40510.68177,FERME,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME LOKILE II,KENTALE FERME LOKILE II,0,0,0,0
-2.74925,17.52755,PONT MONTARA,40510.68177,PONT DE FORTUNE,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,PONT MONTARA,KENTALE PONT MONTARA,0,0,0,0
-2.75111,17.52943,F.JP,40510.68177,FERME,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME JP,KENTALE FERME JP,0,0,0,0
-2.75287,17.53022,F.BLAISE,40510.68177,FERME,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME BLAISE,KENTALE FERME BLAISE,0,0,0,0
-2.74774,17.5271,BOLOBO,40510.68177,VILLAGE,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,BOLOBO,KENTALE BOLOBO,0,0,0,0
-2.73676,17.53021,F.EYENGA,40510.68177,FERME,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME EYENGA,KENTALE FERME EYENGA,0,0,0,0
-2.72681,17.52889,F.NDONA,40510.68177,FERME,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME NDONA,KENTALE FERME NDONA,0,0,0,0
-2.72376,17.53406,F.ELIMA,40510.68177,FERME,MUSHIE,BABOMA NORD,BABOMA,KENTALE,MUSHIE,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,PNLTHA-CTB,FERME ELIMA,KENTALE FERME ELIMA,0,0,0,0
